,sentence_1_re_j,sentence_2_re_j,label,binary-label
14036,마치 훌륭하고 영광스러운 레이서에서 살고 있는 것 같은 느낌을 줍니다,맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다 맛있다,3.8,
14037,의회를 없애자,의회를 없애자,1.6,
14038,언론의 역할을 이해해 주시기 바랍니다,비슷한 계획을 세워야 하는데 그게 가장 좋은 일입니다,0.0,
14039,그날이 진짜인지 확인할 수밖에 없어요,만약 당신이 그것을 전자로 생각한다면 당신은 정말로 낮은 점을 가져야 할 것이다,3.2,
14040,하루가 끝나면,드디어 눈물,1.8,
14041,확대해야 해요,부탁을 드리고 소년법을 폐지하세요,0.0,
14042,아침부터 기분이 너무 좋아,오늘 대화를 하고 싶고 다시 이야기할 수 있으면 좋겠습니다,2.8,
14043,먹었거나 픽업했지,저는 오토 머리를 하고 있습니다,0.0,
14044,주장에 있어서 가장 분명한 것 중 하나는 메시지의 경도이며 핵심 음악은 핵심도 아니고 진지하지도 않으며 내부의 내용도 멋지게 감싸지 못한다,지나치게 뻔한 알레 고의 평범한 메시지 심각성을 위장한 기치 음악은 키도 진지도 아니며 그 속은 양식으로 가려지지 않았다,4.0,
14045,이 제단이라고 하는 사람이 바로 국민 국민 중앙교회다,모든 민족 중앙교회 나는 자락 장관에게 소강할 수 없는 조사를 청원한다,1.0,
14046,암호화폐 거래소의 암호화 방지,저는 암호화폐 거래 폐지에 반대합니다,4.0,
14047,파우더와 블랙 마크는 처벌을 요구합니다,아파트에서 숙박 시설을 마련할 예정입니다 금 규정과 규정,2.2,
14048,해외에서 동성 혼인이고 부부라면 자국에서 인정해야 할 겁니다,만약 이슬람이 정식 종교라면 신생 국가와 통일주의 정식 종교로 만들어 주시기 바랍니다,0.0,
14049,채널을 정리할 캠핑 채널을 만들었고 캠핑에 관심이 있으신 두 분을 초대했습니다,채널 정리를 축하하기 위해 캠핑 채널을 만들었고 캠핑에 관심이 있는 두 사람을 초대했습니다,4.0,
14050,아이 한 명당 30만 달러는 안 돼요,아동 1인당 100달러를 청원합니다,1.2,
14051,영화를 보고 싶었어요,제 인생에서 영화를 본 적이 있으실 거예요,0.2,
14052,여행은 그의 가치와 삶을 바꿀 수 있습니다,여행은 사람들의 가치와 삶을 어떻게 바꿀 수 있나요,2.8,
14053,내가 가장 좋아하는 두 여배우의 연기에 빠져 있었어요,한국 최초의 잠수함 영화 두 명의 배우의 공연을 위한 영화,1.6,
14054,아이고 진짜,아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니 아니,0.0,
14055,위대한 사건을 암시하는 노인 캐릭터가 회고록으로 빠지는 첫 장면은 결국 어떤 말을 하는지 전혀 모르는 채 산으로 떨어졌다,무슨 말인지 모르겠고 끝이 뭔지 모르겠어요,1.8,
14056,와 진짜 산이 너무 커서 원근함을 무시하는 것 같아,와 산이 너무 커서 원근함을 무시한 것 같아,4.6,
14057,아무 말도 안 되는 청원을 요청드립니다,청원 및 제안 보드 수정을 요청,0.8,
14058,진짜 영화 자체는 아무 상관이 없어,잊을 수 없는 걸작,3.0,
14059,벽에 초대할 게,같이 할게요,2.4,
14060,나는 절대적으로 감옥 풀려나는 것을 반대한 다 초두 선 순,저는 그의 석방에 대해 강력히 반대합니다,3.8,
14061,감독님 작가님 그리고 이 영화에 참여해 주신 모든 분들을 만나고 싶고 정말 감사하다는 말씀을 드리고 싶습니다,감독님 모스코 씨 부부를 포함해서 이번 영화에 참여해 주신 여러분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한 분 한,4.2,
14062,이상한 데 갔는데 아무것도 달라진 게 없어,뭔가 있는 줄 알았는데 아무것도 없더라고요,0.2,
14063,메뉴에 대해 걱정할 동지가 있을 거예요,메뉴 문제를 대신할 친구가 있나요,1.6,
14064,수능 온라인 접수 지역 자유,수학 테스트 온라인 친밀감 시청 영역 자유,5.0,
14065,포도가 너무 밝다,동네에 친구가 없어서 저한테 이상적인 곳이에요,0.0,
14066,ctos를 시작하고 뿌리를 내려야 할 것 같아요,드루킹 스페셜리스트 조사를 연장해 명확히 해 주셨으면 합니다,1.8,
14067,식당으로 예약해 주셨는데 이렇게 급하게 만나 지 못해 아쉽네요,한 입 먹자마자 하늘의 향과 맛이 느껴졌다,0.4,
14068,한국 사이트를 삭제하고 처벌합니다,성인 사이트를 폐쇄하고 처벌을 강화해 달라고 청원합니다,0.2,
14069,너그럽다 너그럽다 너그럽다,제가 공무원입니다 그게 제가 말하는 것입니다,3.6,
14070,노리존을 합법화해 달라고 요청하는 거예요,나 노키존 반대,1.2,
14071,유명 영화라면 이해가 안 되지만 굳이 솔직하게 얘기할 필요는 없다,핫반 영화네,0.0,
14072,어렸을 때 어이없고 웃겼던 기 억이 나는데 그때 생각했는데 지금까지 들어본 재미와 이야기들이 모두 들어간 최고의 로맨틱 코미디 영화였어,어렸을 때 웃는 법을 몰랐는데 생각해 보면 이야기에 영향을 끼친 최고의 로맨틱 코미디 영화다,3.8,
14073,그림 1과 같이 다른 사람들의 일정을 볼 수 있습니다,비슷한 전략을 사용할 수 있을 것 같습니다,0.0,
14074,웃기 다 천장이 봄에 나갔어,이상한 명예를 안겨주면서도 이였는데 군대 잘 된 후 나는 더 좋아졌다,1.4,
14075,학생부 불성실,scieos를 없애주세요,3.8,
14076,나를 보고 싶어 하는 사람들의 영화였고 나는 그것에 대해 미안했다,보고 싶은 사람들을 안타깝게 만들었어요,3.4,
14077,코로나에 지치고 거칠게 지치셨는데도 시간을 내어 그렇게 해주셔서 정말 감사합니다,일정이 늦어서 죄송하지만 기 다려 주셔서 기쁩니다,0.8,
14078,챕터 제목은 이렇게 생겼습니다,큰 모니터가 정말 중요하다고 생각합니다,0.0,
14079,저자는 출판하기 전에 시장에서 먹을지 여부를 보여주는 pd f를 먼저 가지고 있었던 것 같아요,책의 저자 역시 pdf로 책을 열었다가 시장에서 효과가 있는지 확인하기 위해 책을 열었다는 것을 알고 있다,3.8,
14080,제가 차를 보여주기 위해 한 것 중 가장 심오한 것 중 하나예요,공연을 위한 영화야 공연을 위한 영화야,2.0,
14081,20년 전에 저를 굴욕을 당한 선생님이에요,저는 8월에 4년제 사회서비스과를 졸업한 실무 쟁입니다,0.0,
14082,양심 없는 분노의 끝이야,아이들의 폭풍 성장에 일련의 전환이 있습니다,0.2,
14083,가벼운 문제라고 생각하시네요,가벼운 문제라고 생각하시네요,3.2,
14084,잭 리먼과 알 파치노의 불씨 연기가,알파치노의 성적이 대단하네요,1.8,
14085,어머 진짜 안 돼 안 돼 안 돼 안 돼 안 돼,정말 신나긴 한데 저도 어쩔 수 없이 뒤집어야 하는데 이게 도대체 뭐야,4.0,
14086,젊은이들이 보고 싶어 하는 영화,그들이 보고 싶어 하는 영화,4.2,
14087,그렇게 되면 자녀의 보호를 위해 신경 써야 할 것입니다,청소년 보호법을 폐지해 달라고 요청하는 것입니다,4.0,
14088,소년법을 폐지하고 싶어요,청소년 보호법을 폐지해 달라고 요청하는 것입니다,4.0,
14089,바레인 전 대통령이 집권 금지 처분을 받는다,전직 대통령에게 반품하지 말 것을 요청합니다,3.0,
14090,너무 맛있어서 정신이 없었고 뒤에서 음식을 쏘지 못했어요,음식이 너무 맛있어서 눈물을 흘리며 먹을 수 있었어요,2.4,
14091,다시 할 수 있으면 좋겠어요,다시 뵙는 건 웃기지 않아요,0.2,
14092,감동이 많으시네요 어르신 여러분,가장 감동적이고 오래 지속되는 영화 중 하나였습니다,3.4,
14093,올림픽에 참가할지는 모르겠지만 올림픽에 참가할 거면 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미 국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국 그리고 미국,선생님 장애인 올림픽 위원회를 해체해 달라고 요청합니다,4.2,
14094,셰프가 떨어지고 요리 자체가 떨어지고,어둡다 재미있어,0.0,
14095,워크숍 영상 편집을 하면서 공유하고 싶은 점이 있습니다,드디어 워크숍 영상이 완성되었습니다,1.2,
14096,여성 국무장관들의 경쟁력,여성가족부는 폐쇄를 강력히 촉구합니다,0.0,
14097,교육과정을 변경해야 해요,100차 교육과정을 없애,2.2,
14098,다른 이야기도 많이 들려주셨는데 아내와 만난 이야기들이 가장 인상적이었습니다,많은 이야기를 해봤는데 아내에 대해 가장 인상 깊었던 이야기들이에요,4.2,
14099,저녁 번 개 볼트를 사 줄게,아침 운동 전에 무엇을 드시겠습니까,0.0,
14100,소년법을 폐지해 달라고 요청하는 겁니다,소년법을 폐지해 달라고 요청하는 겁니다,5.0,
14101,그냥 마음 없는 영화야,그리고 작가님의 꿈이라면 꼭 보실 영화입니다,0.4,
14102,총 원판을 닫아주세요,블루 배스 총 원판을 없애주셔야 합니다,4.2,
14103,잘 못 들으셨을 것 같습니다 끝까지 함께해 주셔서 감사합니다,잘 듣지 않으시겠지만 함께해 주셔서 감사합니다,3.6,
14104,농구도 훌륭한 스포츠야,농구는 좋은 스포츠야,3.8,
14105,당신은 비효율적인 기상청 분 해체론 사람들의 혈수를 보호해야 할 것입니다,국제적인 관심으로 중국의 먼지를 고쳐주셔야 합니다,0.0,
14106,네가 지루해한다는 게 믿기지 않아,지루해,3.6,
14107,전국 신문을 없애라 세금도 불필요하게 낭비하지 마,나라 신문 삭제 세금 낭비하지 마,0.6,
14108,이야기를 이해하지 못해서 그런지 모르겠지만 나중에 뵙겠습니다,이야기를 이해 못 하겠지만 나중에 뵙겠습니다,4.0,
14109,시선이 맑아지는 대로 차량을 띄우고 판매하고 있는 트윈 카 노조를 상대로 고발을 할 예정입니다,산업은행에서 대주주 사업의 경영관리를 확인해 주셨으면 합니다,0.0,
14110,하루에 몇 끼를 먹나요,하루에 몇 끼를 먹나요,3.8,
14111,주인공이 감내해야 했던 정서적 공허함을 보면서 깊이 말해왔고 영화가 들려주는 전쟁의 참상을 눈물로 흘리지 않을 수 없다,주인공이 겪어야 할 심리적 공허함은 영화가 자신에게 들려준 전쟁의 참상을 눈물을 흘리지 않을 수 없을 정도로 가슴 깊숙이 담겼다,4.4,
14112,제 사기 때문에 저를 처벌해 주셔야 합니다,사기 처벌을 강화해야 해요,3.6,
14113,대학병원을 쉽게 찾아가도록 합시다,군 병원을 폐지하고 민간병원에 두자,0.0,
14114,어렸을 때 입에 미소가 있었어요,당시 중학생으로 떠올랐던 매우 슬픈 영화,0.6,
14115,구 병원에서 약물 주사를 맞고 병원 환자를 명예훼손한 혐의,이 병원 환자는 수술실 내 약물 주사로 인한 명예훼손 혐의로 기소됐다,3.6,
14116,둘이 웃 지 않네,그리고 두 개의 데이터 팀이 더 있습니다,0.4,
14117,대전은 트리플 클럽이었어,대전은 트리플 클럽이었어,4.0,
14118,층을 가로지르는 소음에 대한 법적 처벌의 강화,바닥의 소음에 대한 법적 처벌을 해 주시기를 요청드립니다,3.2,
14119,없애자,성범죄를 폐지해 주셨으면 합니다,1.8,
14120,이번 주에도 즐거운 시간 보내세요,여러분 행복한 입금하세요,1.4,
14121,깨끗해 보이는 길은 수없이 보이지 않는 피와 죽음으로 물들 여져 있다,보이지 않는 곳에서 이런 희생이 생겨서 우리는 안전하게 살 수 있다,0.6,
14122,mbc 야구 스테이션 캐스터는 1인 개인 검 캐스터가 필요하니 원 상태로 복귀해 주세요,아이돌을 무책임하게 하고 적군을 올림픽 압도대로 채 공동화시킨다,0.0,
14123,시간제 선생님에 대해 이야기해 보려고 합니다,시간제 선생님에 대해 이야기해 보려고 합니다,5.0,
14124,미지근한 우유가 썩어,미지근한 우유가 손상될 것입니다,3.8,
14125,다음 기대,다음에 보여드릴게요,3.6,
14126,지금 저 좀 봐요 좀 거칠어요,자 칼싸움은 좀 힘들어,4.0,
14127,영화 읽는 법을 배워야지 이렇게 끝나지,목적상 좋은 영화 아닌가요,0.2,
14128,브래들리 쿠퍼 누구 봐도 안 돼,케네스 브래너부터 마이클 키튼까지 모두 재미있게 만들어 보자,0.0,
14129,끝없는 노래,끝나지 않은 페이딩,0.4,
14130,카리스마 넘치는 신입국 부족,스토리가 좋고 화면이 카리스마 넘치는데요,1.0,
14131,정말 재미있고 기분이 좋아요,재미있지 않은지 오래됐어요,2.2,
14132,임대료를 보호해 주셔야 합니다,세입자의 피를 닦는 보증금을 보호해 주셔야 합니다,3.0,
14133,이 행사 전에 브랜드 디자인 팀과 에셋을 공유해 주시겠습니까,선생님 이것을 캐비닛에 넣어주시겠어요,0.0,
14134,화면 독점을 제거해 주세요,빅마트의 강제 휴업일을 폐지해 주시기 바랍니다,0.0,
14135,강간을 당한 행위는 억압적이었지만 전체적인 이야기는 엉망이었다,일반적으로 드라마 스토리의 질을 높여야 합니다,1.2,
14136,그곳은 유도라고 합니다,위치는 두 후보입니다,1.0,
14137,하지만 여기서 정말 좋은 것은 광고를 낼 여유가 없다는 것입니다,신입생 때 그렇게 세팅을 했었지,0.0,
14138,하루 전에 실이 있어서 공유해 드리겠습니다,오늘의 실이 다르니 공유해 드리겠습니다,3.0,
14139,화요일 잡았는데 306090번 공지가 많이 나와서 시간을 조정했습니다,화요일에 받았어요 306090이 많이 들어 있어서 시간을 조정했습니다,4.2,
14140,사람 먼저,서민분들이 힘들어요,0.0,
14141,저소득층 문제를 해결해 보는 게 어떨까요,정부는 장애인 근로에 대한 심각한 장애를 다루어야 한다,0.6,
14142,다음 주는 너무 기대가 됩니다,너무 기대돼,0.6,
14143,자주 사용하지 않으시다면 이 주소를 클릭해 주세요,일반적으로 사용되지 않는 이모티콘을 클릭하십시오,4.2,
14144,요즘 방송인데 좀 유치한데,우리가 본 영화보다 더 재미있어요,0.0,
14145,그런데 아직은,그런데 다,0.0,
14146,아이리 안과 못난 군인,그냥 약간 삐걱거렸어야 했는지 모르겠어요,0.0,
14147,콘텐츠도 없고 무도도 없고 그런 거,수준 밑에 있어요,1.0,
14148,같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌 같은 느낌,어떤 걸 만져도 인기가 많아요,0.0,
14149,진짜 좋은 영화네,되게 재미있었어요,4.2,
14150,자메이카 블랙 스톤스 영화를 닫고 함께 해,인간 영화 같네,0.6,
14151,나도 같은 생각을 했어 스위야,오랜만에 생각을 많이 하게 됐어요,0.4,
14152,성지로 순례하러 가요,아 성지순례자입니다,3.6,
14153,너무 재미있다,너무 재미있어서 5번 본 것 같아요,2.2,
14154,이틀 전에 코로나 검사를 해 주셨으면 합니다,그리고 일주일에 두 번 4번의 코로나 검사를 하고 있어요,1.2,
14155,화물차 20만 대,화물 운항에 대한 청원,0.4,
14156,같은 동네에서 온 게 좋고 내가 사는 곳을 얘기해 왔는데 조용하고 멋진 겨울 하늘을 제안받았어요,나도 같은 동네 사람이라서 내가 사는 마을 내가 있어야 할 곳 내가 있어야 할 곳 내가 있어야 할 곳 내가 있어야 할 곳 내가 있어야 할 곳 내가 있어야 할 곳으로 초대받았어,3.8,
14157,전직 대통령을 떠나게 하지 마세요,전직 대통령의 출국을 자제해 주시 기 바랍니다,5.0,
14158,읽어주셔야 합니다,학생 여러분 한번 읽어주세요,2.2,
14159,내가 경험한 날씨 중 최고야,와 대단하다,3.0,
14160,그는 우리 회사에서 많은 사람들과 함께 여행하는 것이 여행에서 사진을 찍는 것을 좋아한다고 말합니다,조만간 저희 회사 직원들을 풋바운더리 메고에서 모두 모을 예정입니다,0.4,
14161,이게 강릉이냐 성가냐,성수 터널이야,3.8,
14162,하늘이 너무 맑고 너무 좋아요,너무 따뜻해 너무 달아 얼굴이 밝아 따뜻한 곳이야,0.4,
14163,내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고 내가 내 손을 내 손 있는 곳에 넣고,손 좀 붙여요,3.8,
14164,청소년 보호법의 철폐,청소년 보호법을 폐지해 달라고 요청하는 것입니다,3.6,
14165,웃기 긴 한데 엘이 형을 많이 빼놓을게,진짜 재미있는 드라마를 본 지 오래됐어요,1.0,
14166,다른 대화할 곳이 있었으면 좋겠습니다,다시 만나 뵙기를 바랍니다,2.8,
14167,평평한 필름이지만 질리지 않습니다,명작이 아니라 필름보다 필름에 가깝습니다,0.6,
14168,한낮에 자극적인 장면에 관심을 갖게 되었습니다,중간 악곡이 제일 웃겨,0.8,
14169,앞으로는 부탁을 드리겠습니다,다시 한번 부탁드리면 감사하겠습니다,4.6,
14170,그래 알람이 울 였어,네 추가할게요,0.0,
14171,국민청원 판 철거,국민성 원판을 폐지해 달라고 요청하는 겁니다,3.8,
14172,보증 철회를 요청합니다,소년법에서 내 발을 빼달라고 하는 거야,0.2,
14173,나랑 반 쪼개서 5킬로 걸어가면 어 때,반 쪼개서 5킬로 걸어가시는 건 어 때요,3.8,
14174,저는 정말 재미있었고 그리고 재미있었고 그리고 편안함을 많이 느꼈어요,매우 유익하고 즐거운 시간이었습니다,2.0,
14175,부자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자 빈자,6등급 이 하 호봉 레이트 군도를 만들어 주세요,0.0,
14176,코로나 얘기하고 있고 달리기 얘기하고 있어서 달리기에 대한 조언을 좀 받았어요,전공 얘기하고 사업 얘기했는데 무엇보다 올스타전에 대한 기대가 제일 높았어요,0.0,
14177,판사를 파고들려면,저는 재판 판사에게 위반을 청원합니다,2.4,
14178,지금 선수 연골을 부수고 있으니 열 정적으로 축구를 그만하세요,방문 요양원의 도움을 받는 가족의 현실입니다,0.0,
14179,드루킹 김기수에도 2000만에 이 커의 개발 정책을 제안했습니다,국가 균형 개발과 국가 공동체 화 사업을 언제 하실 건가요,0.0,
14180,신성한 방어 의무는 공정합니다,여성이 스스로 방어할 헌법상의 의무를 지도록 한다,2.6,
14181,이 값싼 구매로 200원을 살 수 있다는 정보를 가지고 있습니다,한 번 식사를 하면 비슷한 맛을 낼 수 있다고 말씀해 주셔서 기쁩니다,0.0,
14182,파란색이 감동이네요,그리고 푸른 감상이고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리 고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고 그리고,2.8,
14183,평소 추천에 대해 몇 가지 질문을 드리게 되어서 너무 즐거웠습니다,평소 평소 궁금한 사항들을 매일 물어보는 시간이 매우 쉬웠습니다,2.6,
14184,레몬 베이스라는 리뷰 플랫폼을 사용하세요,엑스레이 리모컨을 나타내는 빈 사무실입니다,0.0,
14185,마블 코믹스 팬들은 그를 좋아하고 사랑하며 그는 바위이기 때문에 그를 사랑한다,왜 이렇게 많이 봤는지 모르겠지만 이미 애덤스를 매력적으로 만든 모습이 너무 좋아요,0.4,
14186,크림 하우스를 살펴봐 주세요,크림 하우스 매트를 확인해 주세요,4.0,
14187,앞으로도 더 긍정적이고 많은 정보를 공유하는 좋은 문화를 만들어 가셨으면 합니다,좋은 데이터가 나와야 하기 때문에 항상 좋은 ai 모델을 작업하는 모든 데이터 팀에 감사드린다,0.0,
14188,와 미니 언스 음성 분석이 너무 궁금하네요,아이디어가 너무 궁금하네요,1.4,
14189,대통령 재무장 사임해 달라고 청원합니다,의회 의장을 파문해 달라고 청한다,0.0,
14190,아이고 벌써 퇴근하셨어요,어머 샀어,0.0,
14191,한국의 미래는 지옥입니다,한국의 미래는 지옥입니다,5.0,
14192,비공개 계정 아바타를 보시면 아시잖아요,아도비 구독에 공유 계정이 있나요,0.2,
14193,같이 클레임 하러 가자,벽에 올라가서 클라이밍을 하자,3.8,
14194,어머 진짜 엉망이네,너무 지루해,3.6,
14195,학교 재정 감상을 강화해 주셨으면 합니다,펜션 4개 기타 등을 통일해 주셨으면 합니다,0.0,
14196,다음번에는 사무실에 갈 때 저녁이나 차를 드셔도 됩니다,다음에는 사무실에서 뵙겠습니다,2.2,
14197,마지막 샷이 없으면 볼 가치가 없습니다,내용물 없고 볼 것도 없고,0.8,
14198,예고되지 않은 영화입니다,그리고 드라마 볼 때마다 너무 슬프다,0.0,
14199,적의 판사님 클레임 감사합니다,명시적인 판사의 파고들거나 칭찬하는 푸시,3.2,
14200,다수결을 예약해야 해서 투표를 해야 할 것 같아요,회의의 두 부분에 투표를 해야 할 것 같아요,2.6,
14201,그런 사람을 만났으면 좋겠어요,다음에는 뵙겠습니다,0.0,
14202,베란다 창 끝에는 두 마리가 있었는데 아기는 잎이 마른 상태였다,여름부터 베란다에서 해가 안 지고 있어 인공 광원 아래에 두었습니다,0.8,
14203,다시 한번 사과의 말씀을 드리겠습니다,케이스의 인계를 요청드리고 싶습니다,4.0,
14204,생태계 살리기 위해 전 대통령에게 30조를 가져가자,전직 대통령의 가족 청원의 위법성 법조 경정,1.4,
14205,양심적 병역 거부에 대해 이야기하고 싶지 않습니다,무죄의 유죄 판결에 대한 양심적 병역 거부,2.6,
14206,페미니스트들에게 재앙이 왔으면 좋겠어요,페미니스트들이 도시를 인수했으면 좋겠어요,3.2,
14207,장애 등급 판 정 기준을 개선해 주셨으면 합니다,그녀의 장애에 대한 첫 번째 병원을 돌봐주셨으면 합니다,1.2,
14208,진짜이야 더 감동이야,더 감동적인 이야기네요,4.2,
14209,서민들한테 큰 별이 남았어,더 이상 사회적인 삶을 살 수 없을 것 같아,0.0,
14210,다행히도 그들은 오래 기다리지 않아,운이 좋으셨어요,2.0,
14211,스윙스의 가사 랩 추가 수익 활동,모든 백신 백신 접종에 대한 성분 분석과 부작용은 전후로 테스트를 거쳤습니다,0.0,
14212,카메라 진짜 이 상해,사무실이 너무 쾌적하네요,0.0,
14213,엔딩은 슬프고 좋았어요,슬픈 결말인데 안 가,2.4,
14214,분명한 건 미묘한 매력이 있다는 거예요,분명히 금연 운동에는 도움이 되지 않을 것 같습니다,0.6,
14215,소년법을 폐지해 달라고 요청하는 겁니다,소년법을 폐지해 달라고 요청하는 겁니다,5.0,
14216,저는 미국산 무기를 수입하는 것에 반대합니다,저는 불필요한 미국 무기 수입에 반대합니다,4.2,
14217,북한 철도를 멈춰,지금 당장 지원을 철회해 주세요,1.2,
14218,오늘 캠핑 버킷리스트에 있는 모든 사람들을 데려가 주셨으면 합니다,오늘 캠핑 버킷리스트에 있는 모든 사람들을 데려가세요,4.0,
14219,아 너무 귀여워,아 이제 알겠습니다,0.0,
14220,건강 관리 잘 하세요,다음에는 뵙겠습니다,2.4,
14221,너무 열심히 해보고 있는데 시나리 오가랑 상관이 없네요,너무 지루하네 이런 영화가 있는지 모르겠어,2.6,
14222,그 해에 아무도 우리를 본 적이 없어요,혹시 개발 놀이 중간에 계신 분 계시나요,0.0,
14223,과일을 먹을 수 있는지 궁금합니다,팔은 언제 수 있나요,0.0,
14224,필요하실 때 업그레이드하기 위해 잠시 허가가 필요 없다면 스레드에 말씀해 주세요,저희와 함께 하시려면 실에 대한 의견을 주시기 바랍니다,0.8,
14225,김 대위 체포해 주세요,dcu를 설치해 주세요,1.2,
14226,이제 귀사의 것을 추가하셨으니 저희와 함께해 주셨으면 합니다,당신과 함께 식사할 시간이 있어요,0.6,
14227,이 라벨의 첫 번째 그룹이며 이미 많은 기대를 받고 있습니다,많은 ai 회사들이 이 작업을 하고 있습니다,0.0,
14228,이 재미있는 영화 같은 건 없고 그냥 바보 같은 영화야,요즘은 웃긴 영화가 없고 쓸데없는 영화들만 있어,3.6,
14229,의원 연금법 해제,하원은 무효입니다,3.8,
14230,매일 강남 사이클에서 사당을 나가는 참마 운전기사를 맡아 주시기를 부탁드립니다,강남고속도로의 ic 출구에서 항상 중량 운전자를 통제했으면 합니다,2.6,
14231,개인적으로 멜 깁슨의 독립적 투트는 브레이브 하트와 패트리어트의의 있는 여우로 보인다,브레이브 하트와 가까운 중세 영화,0.8,
14232,혹시 생명 위협을 당하셨는지 궁금합니다,목숨이 위협받았어,3.4,
14233,국내 연금 수입의 제거,위대한 국가 사기 가상 화폐 실명 도입,0.0,
14234,뱀파이어 영화,뱀파이어 포뮬러로 만든 영화입니다,1.6,
14235,저욱순 씨를 체포해 달라고 청합니다,어머님 시신을 청원합니다,0.0,
14236,그런데 좋은 영화네,나쁜 영화 다 나쁜 영화다,0.6,
14237,강도 개발했습니다,부산 광주 ktx 청원,0.0,
14238,무슨 말인지 모르겠어요,다른 줄이 없어,0.0,
14239,4시 반 이후에 픽업하는 게 좋을 것 같아요,제가 외출 일정을 마치고 집에 가면 4시 일 것 같습니다,0.0,
14240,부드러운 밀크 버터크림에 꿀이 묻어 있는 것과 같습니다,밀크 크림 도넛은 맛있어요,0.6,
14241,3년 동안 개를 데리고 다니며 일하고 봉사했는데 학교의 원장이라는 비난을 받았음에도 불구하고 여전히 개 운영이 허용된다는 사실을 이해하지 못한다,3년 동안 반려견과 함께 일했던 공립 유치원장이 교육부에 집이 있음에도 불구하고 유치원을 운영한다는 것은 나에게는 아무런 의미가 없다,4.0,
14242,그냥 외도야,책임에 관한 게 아니라,0.0,
